season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season,vote_share,judge_share,normal
20,7,percent,Robert Herjavec,31,1826598,Kym Johnson,Entrepreneur,Croatia,52,0.182659855,0.122047244,0.545454545
20,7,percent,Noah Galloway,38,1526706,Sharna Burgess,Motivational Speaker,United States,33,0.152670646,0.149606299,0.818181818
20,7,percent,Chris Soules,31,1820382,Witney Carson,TV Personality,United States,33,0.182038255,0.122047244,0.636363636
20,8,percent,Riker Lynch,39,2162530,Allison Holker,Actor/Actress,United States,23,0.216253,0.184397163,0.909090909
20,8,percent,Rumer Willis,40,2137639,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.2137639,0.189125296,1
20,8,percent,Nastia Liukin,38,2210432,Derek Hough,Athlete,Russia,25,0.2210432,0.179669031,0.727272727
20,8,percent,Robert Herjavec,31,506381,Kym Johnson,Entrepreneur,Croatia,52,0.0506381,0.146572104,0.545454545
20,8,percent,Noah Galloway,31.5,2491073,Sharna Burgess,Motivational Speaker,United States,33,0.2491073,0.14893617,0.818181818
20,8,percent,Chris Soules,32,491945,Witney Carson,TV Personality,United States,33,0.0491945,0.151300236,0.636363636
20,9,percent,Riker Lynch,40,3058279,Allison Holker,Actor/Actress,United States,23,0.305827961,0.25477707,0.909090909
20,9,percent,Rumer Willis,39,3139760,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.313976063,0.248407643,1
20,9,percent,Nastia Liukin,40,611981,Derek Hough,Athlete,Russia,25,0.061198112,0.25477707,0.727272727
20,9,percent,Noah Galloway,38,3189978,Sharna Burgess,Motivational Speaker,United States,33,0.318997864,0.242038217,0.818181818
20,10,percent,Riker Lynch,40,4215892,Allison Holker,Actor/Actress,United States,23,0.263493283,0.344827586,0.909090909
20,10,percent,Rumer Willis,40,9883235,Valentin Chmerkovskiy,Actor/Actress,United States,26,0.617702265,0.344827586,1
20,10,percent,Noah Galloway,36,1900871,Sharna Burgess,Motivational Speaker,United States,33,0.118804452,0.310344828,0.818181818
21,2,percent,Gary Busey,16.5,716349,Anna Trebunskaya,Actor/Actress,United States,71,0.102335571,0.060998152,0.25
21,2,percent,Alexa PenaVega,23,592395,Mark Ballas,Actor/Actress,United States,27,0.084627857,0.085027726,0.583333333
21,2,percent,Carlos PenaVega,22.5,590751,Witney Carson,Actor/Actress,United States,26,0.084393,0.083179298,0.75
21,2,percent,Victor Espinoza,18.5,79808,Karina Smirnoff,Athlete,Mexico,43,0.011401143,0.068391867,0.083333333
21,2,percent,Alek Skarlatos,22.5,601218,Lindsay Arnold,Military,United States,22,0.085888286,0.083179298,0.833333333
21,2,percent,Chaka Khan,15,119885,Keo Motsepe,Singer/Rapper,United States,62,0.017126429,0.055452865,0
21,2,percent,Andy Grammer,22,600130,Allison Holker,Singer/Rapper,United States,31,0.085732857,0.081330869,0.5
21,2,percent,Tamar Braxton,24.5,573015,Valentin Chmerkovskiy,Singer/Rapper,United States,38,0.081859286,0.090573013,0.666666667
21,2,percent,Nick Carter,22.5,592393,Sharna Burgess,Singer/Rapper,United States,35,0.084627571,0.083179298,0.916666667
21,2,percent,Hayes Grier,22.5,601432,Emma Slater,Social Media Personality,United States,15,0.085918857,0.083179298,0.416666667
21,2,percent,Bindi Irwin,24,587040,Derek Hough,TV Personality,Australia,17,0.083862857,0.088724584,1
21,2,percent,Kim Zolciak-Biermann,18.5,678844,Tony Dovolani,TV Personality,United States,37,0.096977714,0.068391867,0.166666667
21,2,percent,Paula Deen,18.5,666740,Louis van Amstel,TV Personality,United States,68,0.095248571,0.068391867,0.333333333
21,4,percent,Gary Busey,16,152576,Anna Trebunskaya,Actor/Actress,United States,71,0.021796587,0.06779661,0.25
21,4,percent,Alexa PenaVega,21,791112,Mark Ballas,Actor/Actress,United States,27,0.113016081,0.088983051,0.583333333
21,4,percent,Carlos PenaVega,25,744296,Witney Carson,Actor/Actress,United States,26,0.106328076,0.105932203,0.75
21,4,percent,Alek Skarlatos,24,752802,Lindsay Arnold,Military,United States,22,0.10754322,0.101694915,0.833333333
21,4,percent,Andy Grammer,23,760629,Allison Holker,Singer/Rapper,United States,31,0.108661363,0.097457627,0.5
21,4,percent,Tamar Braxton,27,744707,Valentin Chmerkovskiy,Singer/Rapper,United States,38,0.10638679,0.11440678,0.666666667
21,4,percent,Nick Carter,27,732859,Sharna Burgess,Singer/Rapper,United States,35,0.104694218,0.11440678,0.916666667
21,4,percent,Hayes Grier,27,744074,Emma Slater,Social Media Personality,United States,15,0.106296362,0.11440678,0.416666667
21,4,percent,Bindi Irwin,28,745066,Derek Hough,TV Personality,Australia,17,0.106438076,0.118644068,1
21,4,percent,Paula Deen,18,831874,Louis van Amstel,TV Personality,United States,68,0.118839228,0.076271186,0.333333333
21,6,percent,Alexa PenaVega,30,1011983,Mark Ballas,Actor/Actress,United States,27,0.126497938,0.095846645,0.583333333
21,6,percent,Carlos PenaVega,38,957651,Witney Carson,Actor/Actress,United States,26,0.119706435,0.121405751,0.75
21,6,percent,Alek Skarlatos,30,1015155,Lindsay Arnold,Military,United States,22,0.126894438,0.095846645,0.833333333
21,6,percent,Andy Grammer,40,949977,Allison Holker,Singer/Rapper,United States,31,0.118747184,0.127795527,0.5
21,6,percent,Tamar Braxton,40,953077,Valentin Chmerkovskiy,Singer/Rapper,United States,38,0.119134685,0.127795527,0.666666667
21,6,percent,Nick Carter,39,955257,Sharna Burgess,Singer/Rapper,United States,35,0.119407185,0.124600639,0.916666667
21,6,percent,Hayes Grier,32,1003076,Emma Slater,Social Media Personality,United States,15,0.125384563,0.102236422,0.416666667
21,6,percent,Bindi Irwin,40,952968,Derek Hough,TV Personality,Australia,17,0.11912106,0.127795527,1
21,6,percent,Paula Deen,24,200852,Louis van Amstel,TV Personality,United States,68,0.025106513,0.076677316,0.333333333
21,7,percent,Alexa PenaVega,27.5,1143456,Mark Ballas,Actor/Actress,United States,27,0.142932071,0.124434389,0.583333333
21,7,percent,Carlos PenaVega,28,1095289,Witney Carson,Actor/Actress,United States,26,0.136911193,0.126696833,0.75
21,7,percent,Alek Skarlatos,26.5,1157996,Lindsay Arnold,Military,United States,22,0.144749572,0.119909502,0.833333333
21,7,percent,Andy Grammer,28,1100636,Allison Holker,Singer/Rapper,United States,31,0.137579569,0.126696833,0.5
21,7,percent,Tamar Braxton,27,1143855,Valentin Chmerkovskiy,Singer/Rapper,United States,38,0.142981946,0.122171946,0.666666667
21,7,percent,Nick Carter,27,1142872,Sharna Burgess,Singer/Rapper,United States,35,0.142859071,0.122171946,0.916666667
21,7,percent,Hayes Grier,28,124738,Emma Slater,Social Media Personality,United States,15,0.015592258,0.126696833,0.416666667
21,7,percent,Bindi Irwin,29,1091154,Derek Hough,TV Personality,Australia,17,0.136394318,0.131221719,1
21,8,percent,Alexa PenaVega,26.9998,1314770,Mark Ballas,Actor/Actress,United States,27,0.164346353,0.139174657,0.583333333
21,8,percent,Carlos PenaVega,28.9998,1271761,Witney Carson,Actor/Actress,United States,26,0.158970224,0.149483967,0.75
21,8,percent,Alek Skarlatos,25,1383698,Lindsay Arnold,Military,United States,22,0.172962358,0.128866378,0.833333333
21,8,percent,Andy Grammer,23.9998,213947,Allison Holker,Singer/Rapper,United States,31,0.026743392,0.123710692,0.5
21,8,percent,Tamar Braxton,28,1288379,Valentin Chmerkovskiy,Singer/Rapper,United States,38,0.161047476,0.144330343,0.666666667
21,8,percent,Nick Carter,33,1228902,Sharna Burgess,Singer/Rapper,United States,35,0.153612846,0.170103619,0.916666667
21,8,percent,Bindi Irwin,28,1298538,Derek Hough,TV Personality,Australia,17,0.162317351,0.144330343,1
21,9,percent,Alexa PenaVega,30,201970,Mark Ballas,Actor/Actress,United States,27,0.025246259,0.182370821,0.583333333
21,9,percent,Carlos PenaVega,27,1552544,Witney Carson,Actor/Actress,United States,26,0.194068073,0.164133739,0.75
21,9,percent,Alek Skarlatos,25.5,1623841,Lindsay Arnold,Military,United States,22,0.202980201,0.155015198,0.833333333
21,9,percent,Tamar Braxton,24.5,1688345,Valentin Chmerkovskiy,Singer/Rapper,United States,38,0.211043204,0.14893617,0.666666667
21,9,percent,Nick Carter,27.5,1538824,Sharna Burgess,Singer/Rapper,United States,35,0.192353072,0.167173252,0.916666667
21,9,percent,Bindi Irwin,30,1394473,Derek Hough,TV Personality,Australia,17,0.17430919,0.182370821,1
21,11,percent,Carlos PenaVega,30,734720,Witney Carson,Actor/Actress,United States,26,0.061226677,0.254237504,0.75
21,11,percent,Alek Skarlatos,27.9999,3869046,Lindsay Arnold,Military,United States,22,0.322420554,0.237287489,0.833333333
21,11,percent,Nick Carter,30,3703417,Sharna Burgess,Singer/Rapper,United States,35,0.308618135,0.254237504,0.916666667
21,11,percent,Bindi Irwin,30,3692815,Derek Hough,TV Personality,Australia,17,0.307734635,0.254237504,1
22,2,percent,Mischa Barton,15,679385,Artem Chigvintsev,Actor/Actress,England,30,0.097055125,0.063559322,0.090909091
22,2,percent,Kim Fields,19,625698,Sasha Farber,Actor/Actress,United States,46,0.089385543,0.080508475,0.363636364
22,2,percent,Jodie Sweetin,21,619591,Keo Motsepe,Actor/Actress,United States,34,0.088513114,0.088983051,0.545454545
22,2,percent,Doug Flutie,20,621497,Karina Smirnoff,Athlete,United States,53,0.0887854,0.084745763,0.272727273
22,2,percent,Von Miller,20,624806,Witney Carson,Athlete,United States,27,0.089258115,0.084745763,0.454545455
22,2,percent,Antonio Brown,19,626409,Sharna Burgess,Athlete,United States,27,0.089487115,0.080508475,0.636363636
22,2,percent,Paige VanZant,24,611170,Mark Ballas,Athlete,United States,22,0.087310112,0.101694915,0.909090909
22,2,percent,Geraldo Rivera,13,122470,Edyta Sliwinska,Journalist,United States,72,0.017495737,0.055084746,0
22,2,percent,Nyle DiMarco,20,623696,Peta Murgatroyd,Model,United States,26,0.089099543,0.084745763,1
22,2,percent,Ginger Zee,21,617808,Valentin Chmerkovskiy,News Anchor,United States,35,0.088258399,0.088983051,0.818181818
22,2,percent,Wanya Morris,24,611110,Lindsay Arnold,Singer/Rapper,United States,42,0.087301541,0.101694915,0.727272727
22,2,percent,Marla Maples,20,616351,Tony Dovolani,TV Personality,United States,52,0.088050256,0.084745763,0.181818182
22,3,percent,Mischa Barton,18,93424,Artem Chigvintsev,Actor/Actress,England,30,0.013346297,0.075949367,0.090909091
22,3,percent,Kim Fields,22,684961,Sasha Farber,Actor/Actress,United States,46,0.097851655,0.092827004,0.363636364
22,3,percent,Jodie Sweetin,23,675840,Keo Motsepe,Actor/Actress,United States,34,0.096548654,0.097046414,0.545454545
22,3,percent,Doug Flutie,20,712919,Karina Smirnoff,Athlete,United States,53,0.101845659,0.084388186,0.272727273
22,3,percent,Von Miller,20,714810,Witney Carson,Athlete,United States,27,0.102115802,0.084388186,0.454545455
22,3,percent,Antonio Brown,20,717324,Sharna Burgess,Athlete,United States,27,0.102474945,0.084388186,0.636363636
22,3,percent,Paige VanZant,23,680008,Mark Ballas,Athlete,United States,22,0.097144083,0.097046414,0.909090909
22,3,percent,Nyle DiMarco,25,672035,Peta Murgatroyd,Model,United States,26,0.096005082,0.105485232,1
22,3,percent,Ginger Zee,21,689705,Valentin Chmerkovskiy,News Anchor,United States,35,0.09852937,0.088607595,0.818181818
22,3,percent,Wanya Morris,24,670174,Lindsay Arnold,Singer/Rapper,United States,42,0.095739225,0.101265823,0.727272727
22,3,percent,Marla Maples,21,688794,Tony Dovolani,TV Personality,United States,52,0.098399227,0.088607595,0.181818182
22,4,percent,Kim Fields,32,758143,Sasha Farber,Actor/Actress,United States,46,0.108306251,0.10031348,0.363636364
22,4,percent,Jodie Sweetin,27,836123,Keo Motsepe,Actor/Actress,United States,34,0.119446262,0.084639498,0.545454545
22,4,percent,Doug Flutie,24,906441,Karina Smirnoff,Athlete,United States,53,0.129491701,0.07523511,0.272727273
22,4,percent,Von Miller,32,757935,Witney Carson,Athlete,United States,27,0.108276537,0.10031348,0.454545455
22,4,percent,Antonio Brown,35,734119,Sharna Burgess,Athlete,United States,27,0.104874248,0.109717868,0.636363636
22,4,percent,Paige VanZant,36,717916,Mark Ballas,Athlete,United States,22,0.102559531,0.112852665,0.909090909
22,4,percent,Nyle DiMarco,34,735064,Peta Murgatroyd,Model,United States,26,0.105009248,0.106583072,1
22,4,percent,Ginger Zee,36,724313,Valentin Chmerkovskiy,News Anchor,United States,35,0.103473389,0.112852665,0.818181818
22,4,percent,Wanya Morris,35,728280,Lindsay Arnold,Singer/Rapper,United States,42,0.104040104,0.109717868,0.727272727
22,4,percent,Marla Maples,28,101659,Tony Dovolani,TV Personality,United States,52,0.014522729,0.087774295,0.181818182
22,6,percent,Kim Fields,24,1006999,Sasha Farber,Actor/Actress,United States,46,0.125874954,0.105726872,0.363636364
22,6,percent,Jodie Sweetin,25,984435,Keo Motsepe,Actor/Actress,United States,34,0.123054452,0.110132159,0.545454545
22,6,percent,Doug Flutie,21,149028,Karina Smirnoff,Athlete,United States,53,0.018628512,0.092511013,0.272727273
22,6,percent,Von Miller,24,998747,Witney Carson,Athlete,United States,27,0.124843453,0.105726872,0.454545455
22,6,percent,Antonio Brown,27,965399,Sharna Burgess,Athlete,United States,27,0.12067495,0.118942731,0.636363636
22,6,percent,Paige VanZant,28,959601,Mark Ballas,Athlete,United States,22,0.1199502,0.123348018,0.909090909
22,6,percent,Nyle DiMarco,25,986357,Peta Murgatroyd,Model,United States,26,0.123294702,0.110132159,1
22,6,percent,Ginger Zee,24,1001468,Valentin Chmerkovskiy,News Anchor,United States,35,0.125183578,0.105726872,0.818181818
22,6,percent,Wanya Morris,29,947961,Lindsay Arnold,Singer/Rapper,United States,42,0.118495199,0.127753304,0.727272727
22,7,percent,Kim Fields,26,203217,Sasha Farber,Actor/Actress,United States,46,0.025402125,0.121495327,0.363636364
22,7,percent,Jodie Sweetin,25.5,1323007,Keo Motsepe,Actor/Actress,United States,34,0.165375875,0.119158879,0.545454545
22,7,percent,Von Miller,26,198821,Witney Carson,Athlete,United States,27,0.024852625,0.121495327,0.454545455
22,7,percent,Antonio Brown,26,1330695,Sharna Burgess,Athlete,United States,27,0.166336875,0.121495327,0.636363636
22,7,percent,Paige VanZant,27.5,1217042,Mark Ballas,Athlete,United States,22,0.15213025,0.128504673,0.909090909
22,7,percent,Nyle DiMarco,28,1218886,Peta Murgatroyd,Model,United States,26,0.15236075,0.130841121,1
22,7,percent,Ginger Zee,27.5,1256028,Valentin Chmerkovskiy,News Anchor,United States,35,0.1570035,0.128504673,0.818181818
22,7,percent,Wanya Morris,27.5,1252304,Lindsay Arnold,Singer/Rapper,United States,42,0.156538,0.128504673,0.727272727
22,8,percent,Jodie Sweetin,30,206873,Keo Motsepe,Actor/Actress,United States,34,0.025859135,0.177514793,0.545454545
22,8,percent,Antonio Brown,27,1587749,Sharna Burgess,Athlete,United States,27,0.198468699,0.159763314,0.636363636
22,8,percent,Paige VanZant,28,1550957,Mark Ballas,Athlete,United States,22,0.193869698,0.165680473,0.909090909
22,8,percent,Nyle DiMarco,29,1492778,Peta Murgatroyd,Model,United States,26,0.18659732,0.171597633,1
22,8,percent,Ginger Zee,30,1460211,Valentin Chmerkovskiy,News Anchor,United States,35,0.182526443,0.177514793,0.818181818
22,8,percent,Wanya Morris,25,1701429,Lindsay Arnold,Singer/Rapper,United States,42,0.212678705,0.147928994,0.727272727
22,9,percent,Antonio Brown,27.5,555679,Sharna Burgess,Athlete,United States,27,0.069459875,0.191637631,0.636363636
22,9,percent,Paige VanZant,29.5,2264436,Mark Ballas,Athlete,United States,22,0.2830545,0.205574913,0.909090909
22,9,percent,Nyle DiMarco,28.5,2327305,Peta Murgatroyd,Model,United States,26,0.290913125,0.198606272,1
22,9,percent,Ginger Zee,28,2358380,Valentin Chmerkovskiy,News Anchor,United States,35,0.2947975,0.195121951,0.818181818
22,9,percent,Wanya Morris,30,494200,Lindsay Arnold,Singer/Rapper,United States,42,0.061775,0.209059233,0.727272727
22,10,percent,Paige VanZant,29.6666,3223233,Mark Ballas,Athlete,United States,22,0.268602772,0.34099697,0.909090909
22,10,percent,Nyle DiMarco,28.9998,7406022,Peta Murgatroyd,Model,United States,26,0.617168551,0.333332567,1
22,10,percent,Ginger Zee,28.3332,1370744,Valentin Chmerkovskiy,News Anchor,United States,35,0.114228676,0.325670463,0.818181818
23,2,percent,Jake T. Austin,24,62420,Jenna Johnson,Actor/Actress,United States,21,0.008917151,0.068181818,0
23,2,percent,Maureen McCormick,26,577797,Artem Chigvintsev,Actor/Actress,United States,60,0.082542499,0.073863636,0.416666667
23,2,percent,Marilu Henner,27,570233,Derek Hough,Actor/Actress,United States,64,0.081461927,0.076704545,0.583333333
23,2,percent,Ryan Lochte,24,610011,Cheryl Burke,Athlete,United States,32,0.087144503,0.068181818,0.5
23,2,percent,Calvin Johnson Jr.,28,559114,Lindsay Arnold,Athlete,United States,30,0.079873497,0.079545455,0.833333333
23,2,percent,Laurie Hernandez,32,551674,Valentin Chmerkovskiy,Athlete,United States,16,0.078810639,0.090909091,1
23,2,percent,Amber Rose,24,610357,Maksim Chmerkoskiy,Model,United States,32,0.087193932,0.068181818,0.333333333
23,2,percent,Rick Perry,22,646311,Emma Slater,Politician,United States,66,0.092330222,0.0625,0.083333333
23,2,percent,James Hinchcliffe,29,557032,Sharna Burgess,Racing Driver,Canada,29,0.079576068,0.082386364,0.916666667
23,2,percent,Babyface,30,559583,Allison Holker,Singer/Rapper,United States,57,0.079940497,0.085227273,0.166666667
23,2,percent,Vanilla Ice,26,585503,Witney Carson,Singer/Rapper,United States,48,0.083643357,0.073863636,0.25
23,2,percent,Jana Kramer,29,556424,Gleb Savchenko,Singer/Rapper,United States,32,0.079489211,0.082386364,0.75
23,2,percent,Terra Jole,31,553535,Sasha Farber,TV Personality,United States,36,0.079076496,0.088068182,0.666666667
23,3,percent,Maureen McCormick,28,628743,Artem Chigvintsev,Actor/Actress,United States,60,0.089820518,0.086153846,0.416666667
23,3,percent,Marilu Henner,28,609487,Derek Hough,Actor/Actress,United States,64,0.087069658,0.086153846,0.583333333
23,3,percent,Ryan Lochte,25,643492,Cheryl Burke,Athlete,United States,32,0.09192752,0.076923077,0.5
23,3,percent,Calvin Johnson Jr.,32,603951,Lindsay Arnold,Athlete,United States,30,0.086278801,0.098461538,0.833333333
23,3,percent,Laurie Hernandez,31,614491,Valentin Chmerkovskiy,Athlete,United States,16,0.087784516,0.095384615,1
23,3,percent,Amber Rose,25,643163,Maksim Chmerkoskiy,Model,United States,32,0.09188052,0.076923077,0.333333333
23,3,percent,Rick Perry,23,77562,Emma Slater,Politician,United States,66,0.011080297,0.070769231,0.083333333
23,3,percent,James Hinchcliffe,29,612432,Sharna Burgess,Racing Driver,Canada,29,0.087490373,0.089230769,0.916666667
