season,week,method,contestant,judge_total,estimated_votes_total,ballroom_partner,celebrity_industry,celebrity_homecountry/region,celebrity_age_during_season
23,10,percent,James Hinchcliffe,29.5,2844138,Sharna Burgess,Racing Driver,Canada,29
23,10,percent,Jana Kramer,29,2879923,Gleb Savchenko,Singer/Rapper,United States,32
23,10,percent,Terra Jole,30,467216,Sasha Farber,TV Personality,United States,36
23,11,percent,Calvin Johnson Jr.,38.3331,3782477,Lindsay Arnold,Athlete,United States,30
23,11,percent,Laurie Hernandez,39.3332,3698441,Valentin Chmerkovskiy,Athlete,United States,16
23,11,percent,James Hinchcliffe,38.9998,3708227,Sharna Burgess,Racing Driver,Canada,29
23,11,percent,Jana Kramer,35.5,810853,Gleb Savchenko,Singer/Rapper,United States,32
24,2,percent,Charo,25,645556,Keo Motsepe,Actor/Actress,Spain,66
24,2,percent,Mr. T,22,694490,Kym Herjavec,Actor/Actress,United States,64
24,2,percent,Heather Morris,30,619552,Maksim Chmerkoskiy,Actor/Actress,United States,30
24,2,percent,Nancy Kerrigan,28,617680,Artem Chigvintsev,Athlete,United States,47
24,2,percent,Bonner Bolton,28,619069,Sharna Burgess,Athlete,United States,29
24,2,percent,Simone Biles,29,614675,Sasha Farber,Athlete,United States,20
24,2,percent,David Ross,27,621139,Lindsay Arnold,Athlete,United States,40
24,2,percent,Rashad Jennings,32,615673,Emma Slater,Athlete,United States,32
24,2,percent,Chris Kattan,22,88279,Witney Carson,Comedian,United States,46
24,2,percent,Erika Jayne,28,617970,Gleb Savchenko,Singer/Rapper,United States,45
24,2,percent,Normani,32,604807,Valentin Chmerkovskiy,Singer/Rapper,United States,20
24,2,percent,Nick Viall,25,641104,Peta Murgatroyd,TV Personality,United States,36
24,3,percent,Charo,24,92843,Keo Motsepe,Actor/Actress,Spain,66
24,3,percent,Mr. T,24,748096,Kym Herjavec,Actor/Actress,United States,64
24,3,percent,Heather Morris,33,658443,Maksim Chmerkoskiy,Actor/Actress,United States,30
24,3,percent,Nancy Kerrigan,33,663338,Artem Chigvintsev,Athlete,United States,47
24,3,percent,Bonner Bolton,24,741266,Sharna Burgess,Athlete,United States,29
24,3,percent,Simone Biles,32,660482,Sasha Farber,Athlete,United States,20
24,3,percent,David Ross,31,658308,Lindsay Arnold,Athlete,United States,40
24,3,percent,Rashad Jennings,28,683915,Emma Slater,Athlete,United States,32
24,3,percent,Erika Jayne,26,710306,Gleb Savchenko,Singer/Rapper,United States,45
24,3,percent,Normani,34,666135,Valentin Chmerkovskiy,Singer/Rapper,United States,20
24,3,percent,Nick Viall,26,716864,Peta Murgatroyd,TV Personality,United States,36
24,4,percent,Mr. T,28,101194,Kym Herjavec,Actor/Actress,United States,64
24,4,percent,Heather Morris,35,737534,Maksim Chmerkoskiy,Actor/Actress,United States,30
24,4,percent,Nancy Kerrigan,33,761878,Artem Chigvintsev,Athlete,United States,47
24,4,percent,Bonner Bolton,32,772847,Sharna Burgess,Athlete,United States,29
24,4,percent,Simone Biles,36,738219,Sasha Farber,Athlete,United States,20
24,4,percent,David Ross,31,779698,Lindsay Arnold,Athlete,United States,40
24,4,percent,Rashad Jennings,39,735711,Emma Slater,Athlete,United States,32
24,4,percent,Erika Jayne,30,802589,Gleb Savchenko,Singer/Rapper,United States,45
24,4,percent,Normani,32,775103,Valentin Chmerkovskiy,Singer/Rapper,United States,20
24,4,percent,Nick Viall,30,795222,Peta Murgatroyd,TV Personality,United States,36
24,5,percent,Heather Morris,34,970754,Maksim Chmerkoskiy,Actor/Actress,United States,30
24,5,percent,Nancy Kerrigan,36,933274,Artem Chigvintsev,Athlete,United States,47
24,5,percent,Bonner Bolton,30,1056514,Sharna Burgess,Athlete,United States,29
24,5,percent,Simone Biles,38,941042,Sasha Farber,Athlete,United States,20
24,5,percent,David Ross,29,1090814,Lindsay Arnold,Athlete,United States,40
24,5,percent,Rashad Jennings,32,1012904,Emma Slater,Athlete,United States,32
24,5,percent,Erika Jayne,32,116583,Gleb Savchenko,Singer/Rapper,United States,45
24,5,percent,Normani,39,900580,Valentin Chmerkovskiy,Singer/Rapper,United States,20
24,5,percent,Nick Viall,34,977530,Peta Murgatroyd,TV Personality,United States,36
24,6,percent,Heather Morris,37,115064,Maksim Chmerkoskiy,Actor/Actress,United States,30
24,6,percent,Nancy Kerrigan,33.5,1123944,Artem Chigvintsev,Athlete,United States,47
24,6,percent,Bonner Bolton,31.5,1168470,Sharna Burgess,Athlete,United States,29
24,6,percent,Simone Biles,34.5,1077027,Sasha Farber,Athlete,United States,20
24,6,percent,David Ross,31,1204127,Lindsay Arnold,Athlete,United States,40
24,6,percent,Rashad Jennings,35,1075505,Emma Slater,Athlete,United States,32
24,6,percent,Normani,36,1034808,Valentin Chmerkovskiy,Singer/Rapper,United States,20
24,6,percent,Nick Viall,30.5,1201050,Peta Murgatroyd,TV Personality,United States,36
24,7,percent,Nancy Kerrigan,36,253846,Artem Chigvintsev,Athlete,United States,47
24,7,percent,Bonner Bolton,31,1668265,Sharna Burgess,Athlete,United States,29
24,7,percent,Simone Biles,39,1413237,Sasha Farber,Athlete,United States,20
24,7,percent,David Ross,32,1630851,Lindsay Arnold,Athlete,United States,40
24,7,percent,Rashad Jennings,39,1421896,Emma Slater,Athlete,United States,32
24,7,percent,Normani,42,1325467,Valentin Chmerkovskiy,Singer/Rapper,United States,20
24,7,percent,Nick Viall,34,286437,Peta Murgatroyd,TV Personality,United States,36
24,8,percent,Bonner Bolton,29,412977,Sharna Burgess,Athlete,United States,29
24,8,percent,Simone Biles,36,1892677,Sasha Farber,Athlete,United States,20
24,8,percent,David Ross,32.5,1995076,Lindsay Arnold,Athlete,United States,40
24,8,percent,Rashad Jennings,37.5,1862185,Emma Slater,Athlete,United States,32
24,8,percent,Normani,39.5,1837083,Valentin Chmerkovskiy,Singer/Rapper,United States,20
24,9,percent,Simone Biles,40,472265,Sasha Farber,Athlete,United States,20
24,9,percent,David Ross,35,2617122,Lindsay Arnold,Athlete,United States,40
24,9,percent,Rashad Jennings,38.5,2433025,Emma Slater,Athlete,United States,32
24,9,percent,Normani,38,2477585,Valentin Chmerkovskiy,Singer/Rapper,United States,20
24,10,percent,David Ross,36.3333,3549962,Lindsay Arnold,Athlete,United States,40
24,10,percent,Rashad Jennings,39.6666,7134849,Emma Slater,Athlete,United States,32
24,10,percent,Normani,39.3332,1315187,Valentin Chmerkovskiy,Singer/Rapper,United States,20
25,2,percent,Sasha Pieterse,22.5,598072,Gleb Savchenko,Actor/Actress,South Africa,21
25,2,percent,Frankie Muniz,24,591113,Witney Carson,Actor/Actress,United States,31
25,2,percent,Jordan Fisher,24,579809,Lindsay Arnold,Actor/Actress,United States,23
25,2,percent,Derek Fisher,19,664517,Sharna Burgess,Athlete,United States,43
25,2,percent,Nikki Bella,19.5,659597,Artem Chigvintsev,Athlete,United States,33
25,2,percent,Terrell Owens,19.5,654750,Cheryl Burke,Athlete,United States,43
25,2,percent,Victoria Arlen,22,594180,Valentin Chmerkovskiy,Athlete,United States,22
25,2,percent,Barbara Corcoran,17,101804,Keo Motsepe,Entrepreneur,United States,68
25,2,percent,Lindsey Stirling,22.5,605815,Mark Ballas,Musician,United States,31
25,2,percent,Debbie Gibson,20.5,63937,Alan Bersten,Singer/Rapper,United States,47
25,2,percent,Nick Lachey,19,671664,Peta Murgatroyd,Singer/Rapper,United States,43
25,2,percent,Drew Scott,20.5,624608,Emma Slater,TV Personality,Canada,39
25,2,percent,Vanessa Lachey,23.5,590134,Maksim Chmerkoskiy,TV Personality,Philippines,36
25,4,percent,Sasha Pieterse,24,693783,Gleb Savchenko,Actor/Actress,South Africa,21
25,4,percent,Frankie Muniz,24,702990,Witney Carson,Actor/Actress,United States,31
25,4,percent,Jordan Fisher,29,661227,Lindsay Arnold,Actor/Actress,United States,23
25,4,percent,Derek Fisher,23,70765,Sharna Burgess,Athlete,United States,43
25,4,percent,Nikki Bella,24,692884,Artem Chigvintsev,Athlete,United States,33
25,4,percent,Terrell Owens,24,706939,Cheryl Burke,Athlete,United States,43
25,4,percent,Victoria Arlen,27,663502,Valentin Chmerkovskiy,Athlete,United States,22
25,4,percent,Lindsey Stirling,26,669904,Mark Ballas,Musician,United States,31
25,4,percent,Nick Lachey,22,745718,Peta Murgatroyd,Singer/Rapper,United States,43
25,4,percent,Drew Scott,24,698573,Emma Slater,TV Personality,Canada,39
25,4,percent,Vanessa Lachey,24,693709,Maksim Chmerkoskiy,TV Personality,Philippines,36
25,5,percent,Sasha Pieterse,24,101725,Gleb Savchenko,Actor/Actress,South Africa,21
25,5,percent,Frankie Muniz,29,831386,Witney Carson,Actor/Actress,United States,31
25,5,percent,Jordan Fisher,30,836457,Lindsay Arnold,Actor/Actress,United States,23
25,5,percent,Nikki Bella,27,858062,Artem Chigvintsev,Athlete,United States,33
25,5,percent,Terrell Owens,25,890215,Cheryl Burke,Athlete,United States,43
25,5,percent,Victoria Arlen,27,851520,Valentin Chmerkovskiy,Athlete,United States,22
25,5,percent,Lindsey Stirling,28,842733,Mark Ballas,Musician,United States,31
25,5,percent,Nick Lachey,22,982771,Peta Murgatroyd,Singer/Rapper,United States,43
25,5,percent,Drew Scott,25,888390,Emma Slater,TV Personality,Canada,39
25,5,percent,Vanessa Lachey,24,916738,Maksim Chmerkoskiy,TV Personality,Philippines,36
25,6,percent,Frankie Muniz,31,1007821,Witney Carson,Actor/Actress,United States,31
25,6,percent,Jordan Fisher,39,948381,Lindsay Arnold,Actor/Actress,United States,23
25,6,percent,Nikki Bella,36,970391,Artem Chigvintsev,Athlete,United States,33
25,6,percent,Terrell Owens,37,951902,Cheryl Burke,Athlete,United States,43
25,6,percent,Victoria Arlen,31,1012274,Valentin Chmerkovskiy,Athlete,United States,22
25,6,percent,Lindsey Stirling,40,943029,Mark Ballas,Musician,United States,31
25,6,percent,Nick Lachey,26,173400,Peta Murgatroyd,Singer/Rapper,United States,43
25,6,percent,Drew Scott,30,1034524,Emma Slater,TV Personality,Canada,39
25,6,percent,Vanessa Lachey,36,958273,Maksim Chmerkoskiy,TV Personality,Philippines,36
25,7,percent,Frankie Muniz,30,1184134,Witney Carson,Actor/Actress,United States,31
25,7,percent,Jordan Fisher,27,1264720,Lindsay Arnold,Actor/Actress,United States,23
25,7,percent,Nikki Bella,24,234948,Artem Chigvintsev,Athlete,United States,33
25,7,percent,Terrell Owens,24.5,1353038,Cheryl Burke,Athlete,United States,43
25,7,percent,Victoria Arlen,28.5,1213317,Valentin Chmerkovskiy,Athlete,United States,22
25,7,percent,Lindsey Stirling,25.5,1345940,Mark Ballas,Musician,United States,31
25,7,percent,Drew Scott,28.5,1215217,Emma Slater,TV Personality,Canada,39
25,7,percent,Vanessa Lachey,27,188687,Maksim Chmerkoskiy,TV Personality,Philippines,36
25,8,percent,Frankie Muniz,26.5,1524109,Witney Carson,Actor/Actress,United States,31
25,8,percent,Jordan Fisher,30,1419246,Lindsay Arnold,Actor/Actress,United States,23
25,8,percent,Terrell Owens,25.5,233982,Cheryl Burke,Athlete,United States,43
25,8,percent,Victoria Arlen,24,1662580,Valentin Chmerkovskiy,Athlete,United States,22
25,8,percent,Lindsey Stirling,27,1488999,Mark Ballas,Musician,United States,31
25,8,percent,Drew Scott,23.5,1671081,Emma Slater,TV Personality,Canada,39
25,9,percent,Frankie Muniz,25.5,2003607,Witney Carson,Actor/Actress,United States,31
25,9,percent,Jordan Fisher,29,1791417,Lindsay Arnold,Actor/Actress,United States,23
25,9,percent,Victoria Arlen,28,310272,Valentin Chmerkovskiy,Athlete,United States,22
25,9,percent,Lindsey Stirling,28.5,1808363,Mark Ballas,Musician,United States,31
25,9,percent,Drew Scott,24,2086339,Emma Slater,TV Personality,Canada,39
25,10,percent,Frankie Muniz,38.8887,3793127,Witney Carson,Actor/Actress,United States,31
25,10,percent,Jordan Fisher,40,3693563,Lindsay Arnold,Actor/Actress,United States,23
25,10,percent,Lindsey Stirling,40,3728339,Mark Ballas,Musician,United States,31
25,10,percent,Drew Scott,37.5,784969,Emma Slater,TV Personality,Canada,39
26,1,percent,Jamie Anderson,19,126634,Artem Chigvintsev,Athlete,United States,27
26,1,percent,Johnny Damon,18,143678,Emma Slater,Athlete,United States,44
26,1,percent,Kareem Abdul-Jabbar,17,979693,Lindsay Arnold,Athlete,United States,71
26,1,percent,Arike Ogunbowale,20,890068,Gleb Savchenko,Athlete,United States,21
26,1,percent,Jennie Finch Daigle,21,855114,Keo Motsepe,Athlete,United States,37
26,1,percent,Chris Mazdzer,21,840243,Witney Carson,Athlete,United States,29
26,1,percent,Mirai Nagasu,23,789931,Alan Bersten,Athlete,United States,25
26,1,percent,Tonya Harding,23,797605,Sasha Farber,Athlete,United States,47
26,1,percent,Josh Norman,24,789887,Sharna Burgess,Athlete,United States,30
26,1,percent,Adam Rippon,24,787148,Jenna Johnson,Athlete,United States,28
26,2,percent,Kareem Abdul-Jabbar,29.5,210490,Lindsay Arnold,Athlete,United States,71
26,2,percent,Arike Ogunbowale,35,153571,Gleb Savchenko,Athlete,United States,21
26,2,percent,Jennie Finch Daigle,31.5,1160927,Keo Motsepe,Athlete,United States,37
26,2,percent,Chris Mazdzer,33,1120778,Witney Carson,Athlete,United States,29
26,2,percent,Mirai Nagasu,37,1029031,Alan Bersten,Athlete,United States,25
26,2,percent,Tonya Harding,33,1125557,Sasha Farber,Athlete,United States,47
26,2,percent,Josh Norman,31.5,1151559,Sharna Burgess,Athlete,United States,30
26,2,percent,Adam Rippon,37,1048087,Jenna Johnson,Athlete,United States,28
26,3,percent,Jennie Finch Daigle,29,521677,Keo Motsepe,Athlete,United States,37
26,3,percent,Chris Mazdzer,33,476478,Witney Carson,Athlete,United States,29
26,3,percent,Mirai Nagasu,35,454952,Alan Bersten,Athlete,United States,25
26,3,percent,Tonya Harding,35,1948828,Sasha Farber,Athlete,United States,47
26,3,percent,Josh Norman,38,1854522,Sharna Burgess,Athlete,United States,30
26,3,percent,Adam Rippon,41,1743542,Jenna Johnson,Athlete,United States,28
26,4,percent,Tonya Harding,28,796784,Sasha Farber,Athlete,United States,47
26,4,percent,Josh Norman,28.5,1935104,Sharna Burgess,Athlete,United States,30
26,4,percent,Adam Rippon,29,4268111,Jenna Johnson,Athlete,United States,28
27,1,percent,Juan Pablo Di Pace,22,547532,Cheryl Burke,Actor/Actress,Argentina,39
27,1,percent,Evanna Lynch,18,595972,Keo Motsepe,Actor/Actress,Ireland,27
27,1,percent,Nancy McKeon,19.5,564931,Valentin Chmerkovskiy,Actor/Actress,United States,52
27,1,percent,John Schneider,18,589635,Emma Slater,Actor/Actress,United States,58
27,1,percent,Milo Manheim,20,570901,Witney Carson,Actor/Actress,United States,17
27,1,percent,Danelle Umstead,18,590868,Artem Chigvintsev,Athlete,United States,46
27,1,percent,Mary Lou Retton,20,561522,Sasha Farber,Athlete,United States,50
27,1,percent,DeMarcus Ware,23,550288,Lindsay Arnold,Athlete,United States,36
27,1,percent,Nikki Glaser,17.5,62241,Gleb Savchenko,Comedian,United States,34
27,1,percent,Bobby Bones,20,561056,Sharna Burgess,Radio Personality,United States,38
27,1,percent,Tinashe,23,548434,Brandon Armstrong,Singer/Rapper,United States,25
27,1,percent,Alexis Ren,22,557414,Alan Bersten,Social Media Personality,United States,21
27,1,percent,Joe Amabile,14,699199,Jenna Johnson,TV Personality,United States,32
27,2,percent,Juan Pablo Di Pace,26,604675,Cheryl Burke,Actor/Actress,Argentina,39
27,2,percent,Evanna Lynch,24,614710,Keo Motsepe,Actor/Actress,Ireland,27
27,2,percent,Nancy McKeon,20.5,646768,Valentin Chmerkovskiy,Actor/Actress,United States,52
27,2,percent,John Schneider,21.5,628485,Emma Slater,Actor/Actress,United States,58
27,2,percent,Milo Manheim,26,604220,Witney Carson,Actor/Actress,United States,17
27,2,percent,Danelle Umstead,18.5,85690,Artem Chigvintsev,Athlete,United States,46
27,2,percent,Mary Lou Retton,23,614593,Sasha Farber,Athlete,United States,50
27,2,percent,DeMarcus Ware,23.5,617065,Lindsay Arnold,Athlete,United States,36
27,2,percent,Bobby Bones,19.5,661679,Sharna Burgess,Radio Personality,United States,38
27,2,percent,Tinashe,26,602015,Brandon Armstrong,Singer/Rapper,United States,25
27,2,percent,Alexis Ren,24.5,608839,Alan Bersten,Social Media Personality,United States,21
27,2,percent,Joe Amabile,17.5,711255,Jenna Johnson,TV Personality,United States,32
27,3,percent,Juan Pablo Di Pace,30,657880,Cheryl Burke,Actor/Actress,Argentina,39
27,3,percent,Evanna Lynch,27,655566,Keo Motsepe,Actor/Actress,Ireland,27
27,3,percent,Nancy McKeon,22,83546,Valentin Chmerkovskiy,Actor/Actress,United States,52
27,3,percent,John Schneider,21,758699,Emma Slater,Actor/Actress,United States,58
27,3,percent,Milo Manheim,27,653579,Witney Carson,Actor/Actress,United States,17
27,3,percent,Mary Lou Retton,24,683289,Sasha Farber,Athlete,United States,50
27,3,percent,DeMarcus Ware,26,655202,Lindsay Arnold,Athlete,United States,36
27,3,percent,Bobby Bones,23,700369,Sharna Burgess,Radio Personality,United States,38
27,3,percent,Tinashe,27,646456,Brandon Armstrong,Singer/Rapper,United States,25
27,3,percent,Alexis Ren,26,670655,Alan Bersten,Social Media Personality,United States,21
27,3,percent,Joe Amabile,18,834752,Jenna Johnson,TV Personality,United States,32
27,4,percent,Juan Pablo Di Pace,24,727767,Cheryl Burke,Actor/Actress,Argentina,39
27,4,percent,Evanna Lynch,24,720399,Keo Motsepe,Actor/Actress,Ireland,27
27,4,percent,John Schneider,21,823644,Emma Slater,Actor/Actress,United States,58
27,4,percent,Milo Manheim,29,614997,Witney Carson,Actor/Actress,United States,17
27,4,percent,Mary Lou Retton,26,689434,Sasha Farber,Athlete,United States,50
27,4,percent,DeMarcus Ware,22,810921,Lindsay Arnold,Athlete,United States,36
27,4,percent,Bobby Bones,20,848985,Sharna Burgess,Radio Personality,United States,38
27,4,percent,Tinashe,26,62265,Brandon Armstrong,Singer/Rapper,United States,25
27,4,percent,Alexis Ren,25,694280,Alan Bersten,Social Media Personality,United States,21
27,4,percent,Joe Amabile,15,1007303,Jenna Johnson,TV Personality,United States,32
27,6,percent,Juan Pablo Di Pace,30,894449,Cheryl Burke,Actor/Actress,Argentina,39
27,6,percent,Evanna Lynch,29,897167,Keo Motsepe,Actor/Actress,Ireland,27
27,6,percent,John Schneider,19,1174385,Emma Slater,Actor/Actress,United States,58
27,6,percent,Milo Manheim,30,897851,Witney Carson,Actor/Actress,United States,17
27,6,percent,Mary Lou Retton,24,123909,Sasha Farber,Athlete,United States,50
27,6,percent,DeMarcus Ware,26,950266,Lindsay Arnold,Athlete,United States,36
27,6,percent,Bobby Bones,22,1053030,Sharna Burgess,Radio Personality,United States,38
